filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Interaction+of+tween+80+with+cell+membranes_.txt,processed,0,0.1,0.1
Comparison+of+two+bacterial+azoreductases+acquired+during+adaptation+to+growth+on+azo+dyes_.txt,processed,0.8888888889,0.8,0.5
Effect+of+temperature+and+pH+on+the+biodegradation+of+azo+dyes+by+various+bacteria_.txt,processed,0.3333333333,0.3,0.2
J.+Biol.+Chem.%2C+189%2C+843+%281941%29_.txt,processed,0,0.1,0.1
Relative+toxicity+and+resource+utilisation+in+antidepressant+self+poisoning%3A+Tricyclics+vs+selective+serotonin+reuptake+inhibitors_.txt,processed,0,0.2,0.1
Purification+and+some+properties+of+new+coccine+%28NC%29-reductase+from+Bacillus+cereus+T-105+strain_.txt,processed,0,0.2,0.1
Application+of+T.+pubescens+in+Large+Scale+Waste+Treatment_.txt,processed,1,1,1
Types+and+sources+of+marine+debris+in+Fog+Bay%2C+Northern+Australia_.txt,processed,0,0.3,0.1
Methylmercury+distribution+and+formation+in+polluted+agricultural+floodplain+soils_.txt,processed,0.2222222222,0.3,0.3
Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species+contributing+to+triphenylmethane+decolorization_.txt,processed,0.7777777778,0.7,0.2
Biodegradation+and+biosorption+of+acid+anthraquinone+dye_.txt,processed,0.7777777778,0.8,0.8
Review+paper+on+current+technologies+for+decolourisation+of+textile+wastewater_.txt,processed,0.2222222222,0.8,0.9
Impact+of+substrate+type%2C+depth+and+retention+time+on+organic+matter+removal+in+vertical+subsurface+flow+constructed+wetland+mesocosms+for+treating+slaughterhouse+wastewater_.txt,processed,0.1111111111,0.4,0.2
Tidal+resuspension+of+microphytobenthic+chlorophyll+a+in+a+Nanaura+mudflat%2C+Saga%2C+Ariake+Sea%2C+Japan%3A+Flood-ebb+and+spring-neap+variations_.txt,processed,0,0.3,0.3
Response+surface+methodology+for+optimization+of+medium+for+decolorization+of+textile+dye+Direct+Black+22+by+a+novel+bacterial+consortium_.txt,processed,0,0.2,0.2
Mechanisms+of+azo+reduction+by+Streptococcus+faecalis.+II.+The+role+of+soluble+flavins_.txt,processed,1,0.8,0.3
Improved+conditions+for+the+aerobic+reductive+decolourization+of+azo+dyes+by+Candida+zeylamoides_.txt,processed,0.1111111111,0.4,0.2
Indolequinone+antitumor+agents%3A+correlation+between+quinone+structure%2C+rate+of+meta..._.txt,processed,0,0.1,0.2
Successful+treatment+of+the+toxic+serotonin+syndrome+with+chlorpromazine_.txt,processed,0,0.1,0.1
Biodegradation+and+bioremediation+of+hydrocarbons+in+extreme+environments_.txt,processed,0.7777777778,0.9,0.3
Studies+on+the+production+of+enzymes+by+white-rot+fungi+for+the+decolourisation+of+textile+dyes_.txt,processed,1,0.9,1
Poly%28butylene+succinate%29%2Fbamboo+powder+blends+as+solid-phase+carbon+source+and+biofilm+carrier+for+denitrifying+biofilters+treating+wastewater+from+recirculating+aquaculture+system_.txt,processed,0.2222222222,0.3,0.1
How+to+Prepare+Biological+Samples+and+Live+Tissues+for+Scanning+Electron+Microscopy_.txt,processed,0.7777777778,0.7,0.8
Developmental+progression+to+infectivity+in+Trypanosoma+brucei+triggered+by+an+RNA-binding+protein_.txt,processed,0,0.2,0.1
Biosorption+of+copper+by+inactivated+biomass+of+the+brown+seaweed+Sargassum+baccularia+immobilized+into+polyvinyl+alcohol+gel+beads_.txt,processed,0.2222222222,0.8,0.5
Decolourization+of+azo+dyes+by+Phanerochaete+chysosporium+and+Pleurotus+sajor-caju_.txt,processed,1,1,1
Development+of+mutant+of+Trichoderma+citrinoviride+for+enhanced+production+of+cellulases_.txt,processed,0.7777777778,0.8,0.9
Artificial+sweetener+consumption+and+urinary+tract+tumors+in+Cordoba%2C+Argentina_.txt,processed,0,0.2,0.1
An+approach+to+correlate+tandem+mass+spectral+data+of+peptides+with+amino+acid+sequences+in+a+protein+database_.txt,processed,0,0,0
Characteristics+of+phosphorus+removal+from+wastewater+by+biofilm+sequencing+batch+reactor+%28SBR%29_.txt,processed,0,0.3,0.1
Effect+of+diet+on+the+lipid+composition+of+wild+and+cultured+abalone_.txt,processed,0,0.1,0.1
Biological+nitrate+removal+using+wheat+straw+and+PLA+as+substrate_.txt,processed,0,0.2,0.3
Removal+of+methylene+blue+dye+from+aqueous+solutions+by+neem+leaf+and+orange+peel+powder_.txt,processed,0,0.3,0.2
Bone+regeneration+by+basic+fibroblast+growth+factor+complexed+with+biodegradable+hydrogels_.txt,processed,0,0.3,0.1
Decolourization+of+direct+blue+15+by+Fenton%2Fultrasonic+process+using+a+zero-valent+iron+aggregate+catalyst_.txt,processed,0.5555555556,0.3,0.3
Photodegradation+of+commercial+dye%2C+CI+Reactive+Blue+160+using+ZnO+nanopowder%3A+Degradation+pathway+and+identification+of+intermediates+by+GC%2FMS_.txt,processed,0.2222222222,0.3,0.3
Investigation+of+rate-determination+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed,1,0.8,0.8
Adsorption+of+lead%28II%29+and+chromium%28VI%29+from+aqueous+environment+onto+metal%E2%80%93organic+framework+MIL-100%28Fe%29%3A+synthesis%2C+kinetics%2C+equilibrium+and+thermodynamics_.txt,processed,0,0.3,0.2
Anaerobic%2Faerobic+treatment+of+selected+azo+dyes+in+wastewater_.txt,processed,0.1111111111,0.2,0.1
Studies+on+the+diatom+genera+Gyrosigma+and+Pleurosigma+%28Bacillariophyceae%29%3A+Pleurosigma+strigosum+W.+Smith+and+some+presumptive+relatives_.txt,processed,0.1111111111,0.3,0.3
Electro-Fenton+method+for+the+removal+of+methyl+red+in+an+efficient+electrochemical+system_.txt,processed,0.2222222222,0.4,0.3
Closest+protein+matches+to+isolated+sequences_.txt,processed,1,0.8,0.5
Identification%2C+Isolation+and+Characterization+of+a+Novel+Azoreductase+from+Clostridium+Perfringens_.txt,processed,1,0.9,0.3
Distribution+of+microbes+producing+antimicrobial++%CE%B5-poly-L-lysine++polymers++in++soil++microflora++determined++by++a++novel+method_.txt,processed,0.2222222222,0.6,0.2
Settlement+and+early+growth+of+the+abalone+Haliotis+rubra_.txt,processed,0,0.2,0.1
Uptake+of+As+by+nanocrystalline+Al-hydroxysulfates+naturally+forming+along+a+mountainous+stream+in+the+Engadin+area_.txt,processed,0.1111111111,0.4,0.2
Biodegradation+of+triphenylmethane%2C+azo+dye+and+latex+rubber+by+actinomycetes_.txt,processed,0.7777777778,0.9,0.4
Color+removal+from+cotton+textile+industry+wastewater+in+an+activated+sludge+system+with+various+additives_.txt,processed,0.1111111111,0.3,0.2
Biofilm+development+dynamics+and+pollutant+removal+performance+of+ceramsite+made+from+drinking-water+treatment+sludge_.txt,processed,0.3333333333,0.2,0.4
Degradation+of+nitrophenols+by+Fenton+and+photo-Fenton+processes_.txt,processed,0.4444444444,0.3,0.2
Purification+and+characterization+of+a+temperature-and+pH-stable+laccase+from+the+spores..._.txt,processed,0.3333333333,0.6,0.4
The+role+of+intestinal+bacteria+in+the+metabolism+of+salicylazosulfapyridine_.txt,processed,0,0.1,0.1
Purification+and+partial+characterization+of+azoreductases_.txt,processed,0.6666666667,0.7,0.6
Diatoms+from+Sugao-numa+%28Sugao+Swamp%29+in+Ibaragi+Prefecture%2C+central+Japan_.txt,processed,0,0.2,0.4
Bacterial+decolorization+and+degradation+of+azo+dyes%3A+A+review_.txt,processed,0.1111111111,0.3,0.3
Remediation+of+dyes+in+textile+effluent%3A+a+critical+review+on+current..._.txt,processed,1,0.9,0.9
Denitrification+of+groundwater+using+PHBV+blends+in+packed+bed+reactors+and+the+microbial+diversity_.txt,processed,0,0.3,0.3
The+deep+sea+is+a+major+sink+for+microplastic+debris_.txt,processed,0,0.1,0.1
Removal+of+Pb%28II%29+ions+from+aqueous+solution+by+adsorption+using+bael+leaves+%28Aegle+marmelos%29_.txt,processed,0.3333333333,0.3,0.3
Continuous+production+of+lignin+peroxidase+by+immobilized+Phanerochaete+chrysosporium+in+a+pilot+scale+bioreactor_.txt,processed,1,1,1
Solubility+Product+Constants+for+Solution+at+or+near+Room+Temperature_.txt,processed,0.1111111111,0.3,0.1
Inferring+the+evolutionary+relationship+of+23+Malaysian+Rhodococcus+isolates+with+potential+as+cholesterol+degrading+bacteria_.txt,processed,0.8888888889,0.9,0.4
Adsorptive+and+photocatalytic+removal+of+reactive+dyes+by+silver+nanoparticle-colemanite+ore+waste_.txt,processed,0.2222222222,0.2,0.3
Integrating+filamentous+%E2%80%98green+tide%E2%80%99+algae+into+tropical+pond-based+aquaculture_.txt,processed,0,0.3,0.1
Standards+of+Industrial+Effluents+Quality+due+to+Ministry+of+Industry%E2%80%99s+Regulations_.txt,processed,0,0.1,0.1
Decolorization%2C+degradation+and+azo-reductase+study+by+bacterial+transformation+of+reactive+red+HE8b_.txt,processed,0.7777777778,0.8,0.7
Optimization+for+enhanced+ecofriendly+decolorization+and+detoxification+of+Reactive+Blue160..._.txt,processed,0.2222222222,0.8,0.2
Adsorption+of+Cu%28II%29+and+Ni%28II%29+using+a+Novel+Xanthated+Carboxymethyl+Chitosan_.txt,processed,0,0.2,0.1
Biodegradation+of+benzidine+based+dye+direct-blue+6+by+Pseudomonas+desmolyticum+NCIM+2112_.txt,processed,0.1111111111,0.3,0.2
Angiogenesis+in+health+and+disease_.txt,processed,0,0.1,0.1
Real-time+monitoring+of+an+industrial+batch+process_.txt,processed,0,0.2,0.1
Effect+of+nitrogen+source+and+acclimatization+on+specific+growth+rates+of+microalgae+determined+by+a+high-throughput+in+vivo+microplate+autofluorescence+method_.txt,processed,0,0.4,0.2
Bio-remediation+of+colored+industrial+wastewaters+by+the+white-rot+fungi+Phanerochaete+chrysosporium+and+Pleurotus+ostreatus+and+their+enzymes_.txt,processed,1,0.9,1
Microplastic+ingestion+decreases+energy+reserves+in+marine+worms_.txt,processed,0,0.3,0.2
Biodegradation+of+synthetic+dyes+by+bacteria_.txt,processed,0,0.7,0.3
Tissue+engineering_.txt,processed,0,0.1,0.1
Biodegradation+of+azo+dyes+by+Citrobacter+species_.txt,processed,0.6666666667,0.9,0.6
Biomass+and+total+lipid+content+and+composition+of+twelve+species+of+marine+diatoms+cultured+under+various+environments_.txt,processed,0.2222222222,0.6,0.3
Purification+and+partial+characterization+of+two+azoreductases+from+Shigella+dysenteriae+Type+1_.txt,processed,0.7777777778,0.8,0.1
Ecstasy+intoxication%3A+an+overlap+between+serotonin+syndrome+and+neuroleptic+malignant+syndrome_.txt,processed,0,0.1,0.1
The+Ames+Salmonella+%2F+microsome+mutagenicity+assay_.txt,processed,0,0.2,0.1
Decolorization+of+triphenylmethane%2C+azo+and+anthraquinone+dyes+by+a+newly+isolated+Aeromonas+hydrophila+strain_.txt,processed,0.8888888889,0.8,0.9
Biological+tertiary+treatment+of+urban+wastewaters+with+chitosan-immobilized+Phormidium_.txt,processed,0.6666666667,0.7,0.1
The+Hunter+serotonin+toxicity+criteria%3A+simple+and+accurate+diagnostic+decision+rules+for+serotonin+toxicity_.txt,processed,0,0.1,0.1
Decolorization+of+azo+dyes+by+various+bacterial+strains_.txt,processed,0.3333333333,0.7,0.3
Implementation+of+the+Anammox+Process+for+Improved+Nitrogen+Removal_.txt,processed,0.1111111111,0.3,0.2
Biological+designer+self-assembling+peptide+nanofiber+scaffolds+significantly+enhance+osteoblast+proliferation%2C+differentiation+and+3-D+migration_.txt,processed,0,0.2,0.2
Photodegradation+of+organic+dyes+using+photocatalyst_.txt,processed,0.2222222222,0.3,0.1
Functional+characterization+of+an+oxygen-insensitive+azoreductase+from+Pseudomonas+Aeruginosa_.txt,processed,0.6666666667,0.8,0.1
Biodegradable+polymers+as+solid+substrate+and+biofilm+carrier+for+denitrification+in+RAS_.txt,processed,0,0.3,0.2
Naphthalene_.txt,processed,0,0.2,0.1
A+microwave-based+method+for+nucleic+acid+isolation+from+environmental+samples_.txt,processed,0.8888888889,0.9,0.9
Diazepam+and+chlormethiazole+attenuate+the+development+of+hyperthermia+in+an+animal+model+of+the+serotonin+syndrome_.txt,processed,0,0.1,0.1
The+classification+of+dyes+by+chemical+structure_.txt,processed,0,0.1,0
Multi-way+partial+least+squares+in+monitoring+batch+processes_.txt,processed,0,0.1,0.1
Enhanced+removal+of+reactive+navy+blue+dye+using+powdered+orange+waste_.txt,processed,0.2222222222,0.4,0.1
Mutagenicity+testing+of+some+commonly+used+dyes_.txt,processed,0.1111111111,0.4,0.3
Stabilization+of+metallic+supercooled+liquid+and+bulk+amorphous+alloys_.txt,processed,0,0.1,0.1
Cyproheptadine+for+serotonin+syndrome+in+an+accidental+pediatric+sertraline+ingestion_.txt,processed,0,0.1,0.1
Case-control+study+of+hair+dye+use+by+patients+with+breast+cancer+and+endometrial+cancer_.txt,processed,0,0.2,0.1
Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase_.txt,processed,0.7777777778,0.9,0.3
Laccases+and+Phenol+Oxidases+in+Organic+Synthesis+-+a+Review_.txt,processed,0.4444444444,0.6,0.9
J.+Adv.+Oxid.+Technol._.txt,processed,0.2222222222,0.6,0.1
Introduction+to+Algorithms_.txt,processed,0,0.2,0.1
Statistical+optimization+for+decolorization+of+textile+dyes+using+Trametes+versicolor_.txt,processed,0.8888888889,0.9,1
Interaction+Between+a+Bubble+Plume+and+the+Near+Field+in+a+Stratified+Lake_.txt,processed,0.1111111111,0.2,0.1
Cloning+and+Characterization+of+AnigAP+from+Aspergillus+niger+van+Teighem+MTCC+F0101_.txt,processed,0.4444444444,0.3,0.1
Decolorization+of+triphenylmethane+dyes+by+Kurthia+sp._.txt,processed,0.6666666667,0.8,0.3
Acute+toxicity+removal+in+textile+finishing+wastewater+by+Fenton%E2%80%99s+oxidation%2C+ozone+and+coagulation-flocculation+process_.txt,processed,0,0.3,0.1
The+International+Protein+Index%3A+An+integrated+database+for+proteomics+experiments_.txt,processed,0,0.2,0.1
Kinetic+study+approach+of+remazol+black-B+use+for+the+development+of+two-stage+anoxic-oxic+reactor+for+decolorization%2Fbiodegradation+of+azo+dyes+by+activated+bacterial+consortium_.txt,processed,0.8888888889,0.8,0.5
Dye+removal+by+low+cost+adsorbents%3A+Hazelnut+shells+in+comparison+with+wood+sawdust_.txt,processed,1,0.9,1
Mutagenicity+of+commercial+hair+dyes+and+detection+of+2%2C7-diaminophenazine_.txt,processed,0,0.2,0.1
Pestic.+Sci._.txt,processed,0,0.3,0.1
Arsenic+removal+in+manganese-containing+groundwater_.txt,processed,0.1111111111,0.3,0.1
Performance+of+the+Iron-Carbon+Coupling+Constructed+Wetland+for+Rural+Sewage+Treatment_.txt,processed,0.1111111111,0.3,0.4
Enrichment+and+isolation+of+naphthalene+sulfonic+acidutilizing+pseudomonads_.txt,processed,0.1111111111,0.4,0.2
Removal+of+Cd%28II%29+by+adsorption+on+agricultural+waste+biomass_.txt,processed,0.2222222222,0.2,0.3
Kinetics+of+decolourisation+and+biotransformation+of+direct+black+38+by+C.+hominis+and+P.+stutzeri_.txt,processed,0,0.1,0.1
Effect+of+operating+parameters+on+decolorization+and+COD+removal+of+three+reactive+dyes+by+Fenton%E2%80%99s+reagent+using+fluidized-bed+reactor_.txt,processed,0,0.2,0.1
Predicting+Azo+Dye+Toxicity_.txt,processed,0.4444444444,0.8,0.2
Missing+data+methods+in+PCA+and+PLS%3A+Score+calculations+with+incomplete+observations_.txt,processed,0,0.2,0.1
Anaerobic+decolorisation+of+reactive+dyes+in+conventional+sewage-treatment+processes_.txt,processed,0.1111111111,0.3,0.2
Color+in+textile+effluents+-+sources%2C+measurement%2C+discharge+consents+and+simulation%3A+a+review_.txt,processed,0.4444444444,0.8,0.5
Review+of+Emerging+Issues+in+Sediment+Treatment_.txt,processed,0,0.2,0.1
Advanced+oxidation+processes+for+water+treatment_.txt,processed,0.1111111111,0.1,0.3
The+pollution+of+the+marine+environment+by+plastic+debris%3A+A+review_.txt,processed,0,0.1,0.1
Comparative+study+on+batch+equilibrium+biosorption+of+Cd%28II%29%2C+Pb%28II%29+and+Zn%28II%29+using+plantain+%28Musa+paradisiaca%29+flower_.txt,processed,0.1111111111,0.8,0.3
Nutrient+removal+in+hybrid+constructed+wetlands%3A+Spatial-seasonal+variation+and+the+effect+of+vegetation_.txt,processed,0.1111111111,0.3,0.3
Mechanistic+insight+into+the+function+of+the+c-terminal+PKD+domain+of+the+collagenolytic+serine+protease+deseasin+MCP-01_.txt,processed,0.7777777778,0.2,0.2
Secondary+settling+tanks%3A+theory%2C+modelling%2C+design+and+operation_.txt,processed,0,0.2,0.1
Monoamine+Oxidase+Inhibitors_.txt,processed,0,0.1,0.1
Isolation+and+identification+of+diisopropylnaphthalene+isomers+in+the+alkylation+products+of+naphthalene_.txt,processed,0.7777777778,0.9,0.8
Batch+removal+of+Acid+Blue+292+dye+by+biosorption+onto+Lemna+minor%3A+equilibrium+and+kinetic+studies_.txt,processed,0.1111111111,0.4,0.3
Drug+interactions+of+clinical+significance+with+selective+serotonin+reuptake+inhibitors_.txt,processed,0,0.1,0.1
Marine+debris+in+the+North+Pacific%3A+A+summary+of+existing+information+and+identification+of+data+gaps_.txt,processed,0,0.1,0.1
Neuroleptic+malignant+syndrome%3A+mechanisms%2C+interactions%2C+and+causality_.txt,processed,0,0.1,0.1
Transformation+of+cerium+dioxide+nanoparticles+during+incineration+of+sewage+sludge_.txt,processed,0,0.2,0.1
Sublingual+olanzapine+for+the+treatment+of+serotonin+syndrome_.txt,processed,0,0.1,0.1
Decolorization%2C+degradation+and+detoxification+of+carcinogenic+sulfonated+azo+dye+methyl+or.._.txt,processed,0.7777777778,0.8,0.2
Effect+of+sawdust+dosage+and+hydraulic+retention+time+%28HRT%29+on+nitrate+removal+in+sawdust%2Fpyrite+mixotrophic+denitrification+%28SPMD%29+systems_.txt,processed,0,0.3,0.2
Solar+photocatalytic+degradation+of+methylene+blue+in+carbon-doped+TiO2+nanoparticles+suspension_.txt,processed,0,0.4,0.3
Kinetics%2C+isotherms+and+thermodynamic+modeling+of+liquid+phase+adsorption+of+Rhodamine+B+dye+onto+Raphia+hookerie+fruit+epicarp_.txt,processed,0.1111111111,0.3,0.2
Biological+treatment+of+textile+%26+dye+%E2%80%93stuff+with+a+special+emphasis+on+triphenylmethane+dyes_.txt,processed,0.8888888889,0.7,0.8
Wastewater+Technology+Fact+Sheet+Sequencing+Batch+Reactors_.txt,processed,0,0.2,0.1
Degradation+of+anthraquinone+dye+C.I.+Reactive+Blue+19+in+aqueous+solution+by+ozonation_.txt,processed,0.7777777778,1,0.8
Activated+sludge+model+no.+3_.txt,processed,0.2222222222,0.2,0.7
Decolonization+of+azo+and+triphenylmethane+dyes+by+Pycnoporus+sanguineus+producing+laccase+as+the+sole+phenol+oxidase_.txt,processed,0.8888888889,0.9,1
Supervisory+control+of+wastewater+treatment+plants+by+combining+principal+component+analysis+and+fuzzy+c-means+clustering_.txt,processed,0.1111111111,0.2,0.2
Degradation+of+azo+dyes+by+environmental+microorganisms+and+helminths_.txt,processed,0.8888888889,0.9,0.9
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015.txt,processed,0.8888888889,0.9,1
Decolorization+and+degradation+of+Azo+dye-Remazol+Black+B+by+newly+isolated+Pseudomonas+putida_.txt,processed,0.2222222222,0.8,0.2
Separation%2C+purification+and+characterization+of+dye+degrading+enzyme+azoreductase+from+bacterial+isolates_.txt,processed,0.7777777778,0.8,0.3
Nonconvulsive+status+epilepticus%3A+the+role+of+morphine+and+its+antagonists_.txt,processed,0,0.1,0.1
Some+properties+of+azoreductase+produced+by+Pseudomonas+cepacia_.txt,processed,0.7777777778,0.8,0.4
Azo+dye+%28direct+blue%29+decolorization+by+immobilized+extracellular+enzymes+of+Pleurotus+species_.txt,processed,1,0.9,1
Degradation+and+mineralization+of+Direct+Blue+71+using+UV%2FTiO2+process_.txt,processed,0.1111111111,0.2,0.2
The+risk+of+second+primary+malignancies+up+to+three+decades+after+the+treatment+of+differentiated+thyroid+cancer_.txt,processed,0,0.1,0.1
Fast+learning+in+networks+of+locally-tuned+processing+units_.txt,processed,0,0.1,0.1
On+the+sessile+diatoms+in+the+brackish+water+area+of+the+River+Yodo.+II._.txt,processed,0,0.1,0.1
Aerobic+denitrifiers+with+petroleum+metabolizing+ability+isolated+from+caprolactam+sewage+treatment+pool_.txt,processed,0.1111111111,0.3,0.2
Biodegradation+of+the+textile+dyes+by+newly+isolated+bacterial+strains_.txt,processed,0.7777777778,0.3,0.2
KEGG+resource+for+genome+deciphering_.txt,processed,0,0.2,0.1
Geogenic+contaminants+in+groundwater+resources+of+Amazonian+riverine+communities_.txt,processed,0.1111111111,0.4,0.2
In+vitro+degradation+of+porous+poly%28L-lactic+acid%29+foams_.txt,processed,0,0.3,0.3
Chemical+reduction+and+oxidation+combined+with+biodegradation+for+the+treatment+of+a+textile+dye_.txt,processed,1,0.9,0.9
Non-enzymatic+reduction+of+azo+dyes+by+NADH_.txt,processed,0.8888888889,0.8,0.9
Tensor+Decomposition+for+Multiple-Instance+Classification+of+High-Order+Medical+Data_.txt,processed,0,0.2,0.1
Oxidation+of+non-crystalline+U%28IV%29%3A+role+of+reduced+sulfur_.txt,processed,0.2222222222,0.5,0.7
Decolorization+of+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.txt,processed,0.2222222222,0.8,0.3
Incidence+rates+of+salivary+gland+tumors%3A+results+from+a+population-based+study_.txt,processed,0,0.1,0.1
The+removal+of+color+from+textile+wastewater+using+whole+bacterial+cells%3A+a+review_.txt,processed,0.7777777778,0.6,0.7
Decolorization+of+triphenylmethane+dyes+by+Citrobacter+species_.txt,processed,0.7777777778,0.8,0.8
Transfer+of+electrons+across+the+cytoplasmic+membrane+by+DsbD_.txt,processed,0,0.2,0.1
Nonconvulsive+status+epilepticus+in+elderly+individuals%3A+report+of+four+representative+cases_.txt,processed,0,0.1,0.1
Reduction+of+an+azo+dye+acid+black+24+solution+using+synthesized+nanoscale+zero-valent+iron+particles_.txt,processed,0,0.2,0.1
Identification+and+characterization+of+genetic+elements+from+Amycolatopsis+species_.txt,processed,1,0.9,0.2
Macroporous+and+nanofibrous+polymer+scaffolds+and+polymer%2Fbone-like+apatite+composite+scaffolds+generated+by+sugar+spheres_.txt,processed,0,0.3,0.2
Rf+values+calculated+from+TLC_.txt,processed,0.7777777778,0.8,0.4
The+lifespan+of+ingested+plastic+particles+in+seabirds+and+their+effect+on+digestive+efficiency_.txt,processed,0,0.2,0.1
Degradation+of+methyl+violet+6B+dye+by+the+Fenton+process_.txt,processed,0.4444444444,0.5,0.1
Evaluation+of+muscle+hypoxanthine+and+total+volatile+bases+as+potential+quality+indices_.txt,processed,0,0.1,0.1
Studying+Bacterial+Selenium+Methylation+at+Environmental+Relevant+Concentrations_.txt,processed,0.1111111111,0.3,0.2
Sources%2C+fate+and+effects+of+microplastics+in+the+marine+environment_.txt,processed,0,0.2,0.1
Photo-Fenton+degradation+of+alachlor+in+the+presence+of+citrate+solution_.txt,processed,0.2222222222,0.6,0.2
The+incentive+program+for+fishermen+to+collect+marine+debris+in+Korea_.txt,processed,0,0.2,0.2
Sewage+treatment+using+immobilized+microalgae_.txt,processed,0.1111111111,0.2,0.2
Kinetics+of+phenol+biodegradation+in+high+salt+solutions_.txt,processed,0.5555555556,0.3,0.3
DFT+insights+into+the+electronic+properties+and+adsorption+mechanism+of+HS-+on+smithsonite+%28101%29+surface_.txt,processed,0,0.2,0.1
Water+treatment+unit+processes%3A+physical+and+chemical_.txt,processed,0.1111111111,0.2,0.2
Synthesis%2C+characterization+and+dye+removal+ability+of+high+capacity+polymeric+adsorbent%3A+Polyaminoimide+homopolymer_.txt,processed,0,0.3,0.1
The+degradation+of+dyestuffs%3A+Part+II%2C+Behaviour+of+dyestuffs+in+aerobic+biodegradation+test_.txt,processed,0.7777777778,0.3,0.3
A+doubly+inducible+system+for+RNA+interference+and+rapid+RNAi+plasmid+construction+in+Trypanosoma+brucei_.txt,processed,0,0.1,0.1
Regulation+of+key+enzyme+steps+in+the+shikimate+pathway+and+phenylalanine-specific+pathway+of+the+actinomycete+Amycolatopsis+methanolica_.txt,processed,0,0.2,0.1
Toxicity+of+nickel%2C+zinc+and+cadmium+to+nitrate+uptake+in+free+and+immobilized+cells+of+Scenedesmus+quadricauda_.txt,processed,0.1111111111,0.4,0.3
Untangling+the+nitrate+removal+pathways+for+a+constructed+wetland-sponge+iron+coupled+system+and+the+impacts+of+sponge+iron+on+a+wetland+ecosystem_.txt,processed,0.2222222222,0.5,0.1
Treatment+of+textile+waste+effluent+by+ozonation+and+chemical+coagulation_.txt,processed,0,0.3,0.1
Reduction+of+azo+dyes+by+redox+mediators+originating+in+the+naphthalenesulfonic+acid+degradation+pathway+of+Sphingomonas+sp.+strain+BN6_.txt,processed,0.1111111111,0.3,0.2
Immunodetection+of+NAD%28P%29H%3Aquinone+oxidoreductase+1+%28NQO1%29+in+human+tissues_.txt,processed,0,0.3,0.1
Struvite+precipitation+from+various+wastewaters_.txt,processed,0.1111111111,0.2,0.2
Decolourization+and+biodegradation+of+N%2CN-dimethyl-p-phenylenediamine+by+Klebsiella+pneumoniae+RS-13+and+Acetobacter+liquefaciens+S-1_.txt,processed,0.1111111111,0.7,0.3
Decolorization+of+triphenylmethane+dyes+by+Kurthia+species_.txt,processed,0.7777777778,0.9,0.9
Biochemical+and+molecular+characterization+of+an+Azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH%E2%80%93dependent+flavoprotein_.txt,processed,0.1111111111,0.8,0.2
On-line+spectrophotometric+method+for+the+determination+of+optimum+operation+parameters+on+the+decolorization+of+Acid+Red+66+and+Direct+Blue+71+from+aqueous+solution+by+Fenton+process_.txt,processed,0,0.2,0.1
Effect+of+environmental+condition+on+biological+decolorization+of+textile+dyestuff+by+C.+versicolor_.txt,processed,1,0.9,1
Control+mechanisms+involved+in+the+initiation+of+mitosis_.txt,processed,0,0.1,0.1
Serotonin+syndrome%3A+presentation+of+2+cases+and+review+of+the+literature_.txt,processed,0,0.1,0.1
Microaerophilic-aerobic+sequential+batch+reactor+for+treatment+of+azo+dyes+containing+simulated+wastewater_.txt,processed,0.2222222222,0.3,0.3
Lidocaine+in+refractory+status+epilepticus%3A+confirmation+of+efficacy+with+continuous+EEG+monitoring_.txt,processed,0,0.2,0.1
Treatment+of+textile+wastewater+by+homogeneous+and+heterogeneous+Fenton+oxidation+processes_.txt,processed,0.1111111111,0.4,0.3
Characterization+of+a+NADH%3A+dichloroindophenol+oxidoreductase+from+Bacillus+subtilis..._.txt,processed,0,0.4,0.2
Recent+Industrial+Applications+of+Lignin%3A+A+Sustainable+Alternative+to+Nonrenewable+Materials_.txt,processed,0.5555555556,0.6,0.8
Preperation%2C+characterization+and+application+of+nanosized+copper+ferrite+photocatalysts+for+dye+degradation+under+UV+irradiation_.txt,processed,0.3333333333,0.3,0.3
Evaluation+of+the+mutagenic+activity+of+a+series+of+diazo+compounds+derived+from+benzidine_.txt,processed,0,0.3,0.3
Agricultural+based+activated+carbons+for+the+removal+of+dyes+from+aqueous+solutions%3A+A+review_.txt,processed,0.1111111111,0.2,0.1
Acute+renal+failure+following+para-phenylenediamine+%28PPD%29+poisoning%3A+a+case+report+and+review_.txt,processed,0,0.1,0.1
Enhanced+decolorization+and+biodegradation+of+reactive+dyes+and+dye+wastewater+by+a+developed+bacterial+consortium_.txt,processed,0.1111111111,0.4,0.1
Decolorization+of+the+textile+dyes+by+newly+isolated+bacterial+strains_.txt,processed,0.2222222222,0.4,0.2
Adverse+neurologic+effect+of+methylene+blue+used+during+parathyroidectomy._.txt,processed,0,0.1,0.1
Serotonin+syndrome+following+Methylene+Blue+infusion%3A+a+rare+complication+of+antidepressant+therapy_.txt,processed,0,0.2,0.1
