id,filename,status,baseline_dye_1_score,baseline_dye_2_score,baseline_dye_3_score,few_shot_dye_1_score,few_shot_dye_2_score,few_shot_dye_3_score,cot_dye_1_score,cot_dye_2_score,cot_dye_3_score
102105,Treatment+of+Dye+Intermediate+Waste-Water+by+Fenton+and+Electro-Fenton+Treatments_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102106,Dev.+Biochem._.txt,processed,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.1,0.1
102107,Decolorization+of+triphenylmethanedyes+and+textile+and+dye-stuff+effluent+by+Kurthiasp._.txt,processed,1.0,0.8,1.0,0.6,0.8,0.9,0.8,0.9,1.0
102108,Enzymatic+reduction+of+tartrazine+by+Proteus+vulgaris+from+rats_.txt,processed,0.1,0.1,0.1,0.3,0.3,0.3,0.2,0.1,0.2
102109,Partial+denitrification+coupled+with+immobilization+of+anammox+in+a+continuous+upflow+reactor_.txt,processed,0.3,0.1,0.5,0.2,0.3,0.2,0.2,0.3,0.2
102110,The+signi%EF%AC%81cance+of+azo-reduction+in+the+mutagenesis+and+carcinogenesis+of+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,0.3,0.9,0.3
102111,Molecular+cloning%2C+characterisation+and+ligand-bound+structure+of+an+azoreductase+from+Pseudomonas+aeruginosa_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,0.9,1.0,0.9
102112,Cross-validatory+estimation+of+the+number+of+components+in+factor+and+principal+components+models_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
102113,Tissue+engineering%3A+the+design+and+fabrication+of+living+replacement+devices_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
102114,The+use+of+sequential+anaerobic%2Faerobic+processes+for+the+biotreatment+of+a+simulated+dyeing+wastewater_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102115,Production+of+polyhydroxyalkanoates+from+cassava+starch+hydrolysate+by+Pseudomonas+aeruginosa+NCIB+950_.txt,processed,0.8,1.0,1.0,0.3,0.2,0.3,0.4,0.3,0.2
102116,Epipelic+diatoms+blooming+in+Isahaya+mudflat+in+the+Ariake+Sea%2C+Japan%2C+before+the+drainage+following+the+Isahaya-Bay+Reclamation+Project_.txt,processed,0.8,0.3,0.1,0.2,0.2,0.3,0.1,0.2,0.2
102117,Cloning+of+genes+for+enzymes+involved+in+the+degradation+of+azo+dyes+by+nocardioforms_.txt,processed,1.0,1.0,0.9,1.0,1.0,0.9,1.0,1.0,1.0
102118,Cultivating+the+uncultivated%3A+a+community+genomics+perspective_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.1
102119,Marine+birds+and+plastic+pollution_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102120,Decolorization+of+acid+and+basic+dyes%3A+Understanding+the+metabolic+degradation+and+cell-induced+adsorption%2Fprecipitation+by+Escherichia+coli_2015.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102121,Screening+of+azo+dyes+for+mutagenicity_.txt,processed,0.9,0.9,1.0,0.9,0.9,0.9,0.8,0.8,0.7
102122,Biological+decolorization+of+reactive+textile+dye+yellow+CRG_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102123,J.+Biol.+Chem.%2C+12%2C+239+%281912%29_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2
102124,Salivary+gland+cancer+in+the+United+States_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
102125,Biodegradation+of+Malachite+Green+by+Kocuria+rosea+MTCC+1532_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102126,Mechanisms+and+models+for+anaerobic+granulation+in+upflow+anaerobic+sludge+blanket+reactor_.txt,processed,0.1,0.1,0.1,0.4,0.3,0.3,0.1,0.2,0.2
102127,The+value+of+24-hour+availability+of+EEG_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102128,Ecofriendly+Treatment+of+Azo+Dyes%3A+Biodecolorization+using+Bacterial+Strains_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102129,Pretreatment+of+coking+wastewater+using+anaerobic+sequencing+batch+reactor+%28ASBR%29_.txt,processed,0.7,0.8,0.9,0.5,0.3,0.5,0.3,0.4,0.3
102130,Biological+denitrification+using+poly%28butylene+succinate%29+as+carbon+source+and+biofilm+carrier+for+recirculating+aquaculture+system+effluent+treatment_.txt,processed,0.8,0.9,1.0,0.2,0.2,0.4,0.2,0.3,0.2
102131,Dyes+decolorized+by+155CV+clones_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102132,Local+points+for+chromosome+condensation+and+decondensation+from+three-dimensional+in+vivo+time-lapse+microscopy_.txt,processed,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.3,0.1
102133,Lipase+-mediated+kinetic+resolution+of+racemic+alcohols+to+enantiomerically+pure+compounds+for+the+synthesis+of+various+%CE%B2+-drugs%2Fdrugs+intermediates_.txt,processed,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.9,0.8
102134,Experimental+Determination+of+the+Volumetric+Mass+Transfer+Coefficient_.txt,processed,0.1,0.3,0.1,0.3,0.3,0.3,0.2,0.2,0.1
102135,Identification+and+molecular+characterization+of+a+novel+flavin-free+NADPH+preferred+azoreduc._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0.9
102136,Assessment+of+biological+decolorization+and+degradation+of+sulfonated+di-azo+dye+acid+maroon+V+by+isolated+bacterial+consortium+EDPA_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102137,Phytodegradation+potential+of+bisphenolA+from+aqueous+solution+by+Azolla+Filiculoides_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9
102138,Serotonin+toxicity%2Fsyndrome_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
102139,Halides+reduce+dye+decolorization+by+reacting+with+hydroxyl+radicals_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102140,Pre-oxidation+of+an+extremely+polluted+industrial+wastewater+by+Fenton%27s+reagent_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.2,0.9,0.8
102141,Activated+sludge+model+no.+1_.txt,processed,0.3,0.1,0.5,0.5,0.5,0.5,0.3,0.3,0.2
102142,Degradation+of+methyl+violet+dye+by+Fenton+process_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102143,Removal+of+nitrogen+and+phosphorus+by+immobilized+Synechococcus+elongatus_.txt,processed,0.9,1.0,1.0,0.9,0.9,0.9,0.7,0.8,0.8
102144,Removal+of+malachite+green+from+aqueous+solution+using+low-cost+Chlorella-based+biomass_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102145,Methylene+blue+and+serotonin+toxicity%3A+inhibition+of+monoamine+oxidase+A+%28MAO+A%29+confirms+a+theoretical+prediction_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102146,Comparison+of+R.+erythropolis+SQ1+dye+degrading+capacity+against+clone+SQ1AM1_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102147,Estimating+the+economic+burden+of+status+epilepticus+to+the+health+care+system_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102148,Decolorization+and+detoxification+of+textile+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102149,Heterogeneity+of+nucleotide+frequencies+among+evolutionary+lineages+and+phylogenetic+inference_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102150,Triphenylmethane+reductase+from+Citrobacter+sp._.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,1.0
102151,Environmental+Biotechnology%3A+Principles+and+Applications_.txt,processed,1.0,0.8,1.0,0.9,0.9,0.9,0.8,0.5,0.8
102152,Shortcut+nitrification%E2%80%93denitrification+by+real-time+control+strategies_.txt,processed,1.0,0.8,0.9,0.9,0.8,0.7,0.7,0.5,0.5
102153,Preferential+settlement+of+abalone+larvae%3A+diatom+films+vs.+non-geniculate+coralline+algae_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102154,Decolorization+and+degradation+of+synthetic+dyes+on+the+mycelium+of+Trametes+versicolor_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102155,Development+of+a+Rubber+Membrane+Sparger_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.0
102156,The+use+of+proteotypic+peptide+profiling+in+a+practical+system+for+protein+identification_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102157,Arsenic+removal+from+lake+water%2C+river+water+and+groundwater+using+an+electrocoagulation+system_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.3,0.2,0.1,0.1
102158,Decolorization+of+acid+and+basic+dyes%3A+Understanding+the+metabolic+degradation+and+cell-induced+adsorption%2Fprecipitation+by+Escherichia+coli_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102159,Anodic+Oxidation+with+Doped+Diamond+Electrodes%3A+A+New+Advanced+Oxidation+Process_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,1.0
102160,Wst%C4%99pne+badania+degradacji+barwnika+Acid+Green+16+w+systemie+H2O2%2Fwi%C3%B3rki+stalowe_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102161,Studies+on+the+arylacetonitrilase+from+Psuedomonas+putida+and+its+application+in+the+transformation+of+mandelonitrile+to+mandelic+acid_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.8,0.9,0.9,0.9
102162,Methylene+blue+adsorption+by+algal+biomass+based+materials%3A+Biosorbents+characterization+and+process+behavior_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.1,0.8,0.1,0.5
102163,Molecular+characterization+of+binding+of+substrates+and+inhibitors+to+DT-diaphorase+..._.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102164,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102165,Biodegradation+of+methyl+red+by+Bacillus+sp.+strain+UN2%3A+decolorization+capacity%2C+metabo.._.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102166,The+handbook+of+Environmental+Chemistry_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102167,Azo+dyes+degrading+enzyme+research_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9
102168,Decolorization+of+reactive+azo+dyes+by+Cunninghamella+elegans+UCP+542+under+co-metabolic+conditions_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102169,Development+of+improved+Rhodococcus+plasmid+vectors+and+their+use+in+cloning+genes+of+potential+commercial+and+medical+importance_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
102170,Optimization+of+process+parameter+for+the+conversion+of+lactose+using+thermostable+%CE%B2-galactosidase_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.8,0.9,1.0,0.9
102171,Biodegradation+of+Reactive+Blue+59+by+isolated+bacterial+consortium+PMB11_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102172,RAxML-VI-HPC%3A+maximum+likelihood-based+phylogenetic+analyses+with+thousands+of+taxa+and+mixed+models_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102173,Growth+and+production+of+laccase+and+its+use+for+the+enantiomeric+synthesis+of+drugs+and+drug+intermediates_.txt,processed,0.9,1.0,1.0,0.8,0.9,0.8,0.9,1.0,0.9
102174,The+Comparative+Study+on+the+Rapid+Decolorization+of+Azo%2C+Anthraquinone+and+Triphenylmethane+Dyes+by+Anaerobic+Sludge_2016.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102175,Essential+polyunsaturated+fatty+acids+from+14+species+of+diatom_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.3
102176,Within-day+and+seasonal+patterns+of+microphytobenthos+biomass+determined+by+co-measurement+of+sediment+and+water+column+chlorophylls+in+the+intertidal+mudflat+of+Nanaura%2C+Saga%2C+Ariake+Sea%2C+Japan_.txt,processed,1.0,0.8,0.2,0.4,0.3,0.2,0.3,0.3,0.3
102177,Importance+of+H2O2%2FFe2%2B+ratio+in+Fenton%27s+treatment+of+a+carpet+dyeing+wastewater_.txt,processed,1.0,0.9,1.0,1.0,0.8,0.9,0.8,0.8,0.9
102178,Arsenic+methylation+across+microbial+phyla_.txt,processed,0.1,0.2,0.3,0.3,0.3,0.3,0.1,0.1,0.1
102179,Phenol+degradation+of+the+marine+cyanobacterium+Phormidium+valderianum+BDU+30501_.txt,processed,1.0,0.8,1.0,0.8,0.8,0.8,0.6,0.8,0.5
102180,Assessment+of+toxic+copper+%28II%29+biosorption+from+aqueous+solution+by+chemically-treated+tomato+waste_.txt,processed,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2
102181,Degradation+of+chlorophenols+by+means+of+advanced+oxidation+process%3A+a+general+review_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.8
102182,Treatment+of+brewery+wastewater+using+anaerobic+sequencing+batch+reactor+%28ASBR%29_.txt,processed,0.8,0.8,0.8,0.4,0.3,0.6,0.5,0.3,0.5
102183,Degradation+of+bisphenol+A+in+water+by+the+photo-Fenton+reaction_.txt,processed,0.7,0.5,1.0,0.8,0.3,0.8,0.2,0.3,0.4
102184,Potent+serotonin+%285-HT2A%29+receptor+antagonists+completely+prevent+the+development+of+hyperthermia+in+an+animal+model+of+the+5-HT+syndrome_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102185,Review+paper+on+current+technologies+for+decolourisation+of+textile+wastewaters_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102186,Immobilization+of+cells+for+dye+decolorization_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102187,Prolonged+pentobarbital+and+phenobarbital+coma+for+refractory+generalized+status+epilepticus_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
102188,Paleo-ecotoxicology%3A+Shining+a+light+on+the+true+impacts+of+pollution_.txt,processed,0.8,0.9,1.0,0.6,0.3,0.5,0.8,0.8,0.9
102189,Indolequinone+antitumor+agents%3A+correlation+between+quinone+structure%2C+rate+of+metabolism+by+recombinant+human+NAD%28P%29H%3Aquinone+oxidoreductase%2C+and+in+vitro+cytotoxicity_.txt,processed,1.0,0.7,1.0,0.3,0.3,0.8,0.7,0.6,0.8
102190,Sumatriptan+contraindications+and+the+serotonin+syndrome_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
102191,Polymeric+plant-derived+excipients+in+drug+delivery_.txt,processed,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1
102192,Biodegradation+of+triphenylmethane%2C+azo+and+anthraquinone+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102193,Nitrogen+removal+pathway+and+dynamics+of+microbial+community+with+the+increase+of+salinity+in+simultaneous+nitrification+and+denitrification+process_.txt,processed,0.9,1.0,1.0,0.7,0.6,0.8,0.7,0.8,0.7
102194,Studies+on+triphenylmethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0.9
102195,The+Integrative+Human+Microbiome+Project_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102196,Comparison+of+nitrogen+and+phosphorus+removal+efficiency+between+two+types+of+baffled+vertical+flow+constructed+wetlands+planted+with+Oenanthe+Javanica_.txt,processed,0.9,1.0,0.9,0.6,0.8,0.4,0.2,0.2,0.3
102197,Biodecolorization+of+azodye+%28pigmented+red+208%29+using+Bacillus+firmus+and+Bacillus+laterosporus_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102198,Identification+of+genes+required+for+decolorization+of+crystal+violet+in+Citrobacter+sp.+MY-5_.txt,processed,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.2,0.3
102199,Solvent+optimization+on+taxol+extraction+from+Taxus+baccata+L.%2C+using+HPLC+and+LC+MS_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
102200,Isolation%2C+identification+and+application+of+novel+bacterial+consortium+TJ-1+for+the+decolorization+of+structurally+different+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102201,Assessing+mutagenicity+of+textile+dyes+from+Pali%28Rajasthan%29+using+Ames+bioassay_.txt,processed,1.0,0.9,0.8,0.9,0.9,0.9,0.8,0.8,0.9
102202,Biotreatment+of+anthraquinone+dye+Dicromarene+Blue%2C+K2RL_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102203,Effect+of+carbon+sources+on+dye+decolorization_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102204,Microbial+decolorization+and+degradation+of+textile+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102205,Studies+on+the+microbial+production+of+shikimic+acid_.txt,processed,1.0,0.9,0.8,0.9,0.8,0.8,1.0,1.0,0.9
102206,DNA+recovery+from+soils+of+diverse+composition_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102207,Destruction+of+cresols+by+Fenton+oxidation+process_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102208,Degradation+of+the+Reactive+Blue+4+Dye+in+Aqueous+Solution+Using+Zero-Valent+Copper+Nanoparticles_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102209,Decolorization+of+synthetic+dyes+and+production+of+manganese-dependent+peroxidase+by+new+fungal+isolates_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102210,Biodegradation+of+a+tannery+and+textile+dye%2C+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102211,A+comparative+study+on+the+biosorption+characteristics+of+some+yeasts+for+Remazol+Blue+reactive+dye_.txt,processed,1.0,1.0,0.1,0.5,0.8,0.6,0.0,0.1,0.2
102212,Polyhydroxyalkanoates+as+tissue+engineering+materials_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1
102213,Simultaneous+determination+of+oxidative+hair+dye+p-phenylenediamine+and+its+metabolites+in+human+and+rabbit+biological+fluids_.txt,processed,1.0,1.0,1.0,0.2,0.2,0.2,0.1,0.2,0.1
102214,Biochemical+and+molecular+characterization+of+an+azoreductase_.txt,processed,1.0,0.9,1.0,0.9,0.9,0.9,1.0,1.0,0.9
102215,Laccase+Applications+in+the+Forest+Products+Industry%3A+A+Review_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.3
102216,Constructed+wetlands+for+water+treatment%3A+New+developments_.txt,processed,0.8,0.8,1.0,0.3,0.8,0.8,0.8,0.6,0.3
102217,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102218,Decolorization+and+detoxification+of+sulfonated+azo+dye+methyl+orange+by+Kocuria+rosea+MTCC+1532_.txt,processed,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
102219,Removal+of+nitrate+using+Paracoccus+sp.+YF1+immobilized+on+bamboo+carbon_.txt,processed,1.0,1.0,1.0,0.2,0.3,0.8,0.1,0.5,0.1
102220,Reduction+of+azo+dyes+by+intestinal+anaerobes_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102221,J.+Biol.+Chem.%2C+99%2C+755+%281932-33%29_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102222,Removal+of+blue+56+by+orange+peel+from+the+waste+water_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102223,Study+on+clinical+treatment+effect+of+refractory+status+epilepticus_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
102224,Investigation+of+the+efficiency+of+the+UV%2FH2O2+process+on+the+removal+of+dye+Acid+Green+16+from+aqueous+solutions%3A+process+optimization+and+toxicity+assessment_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102225,Effects+of+tween+20+and+tween+80+on+the+stability+of+albutropin+during+agitation_.txt,processed,0.8,0.2,0.4,0.2,0.2,0.1,0.8,0.3,0.4
102226,Influence+of+Sparger+Design+on+Oxygen+Transfer+Rate_.txt,processed,0.3,0.1,0.2,0.3,0.3,0.3,0.2,0.4,0.2
102227,Microbial+biotechnology+for+the+decolorization+and+mineralization+of+organic+compounds+of+textile+wastewater+by+single+and+mixed+microbial+consortium+isolated+from+effluent+treatment+plant+of+African+_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102228,Temporal+analysis+of+the+microbial+communities+in+a+nitrate-contaminated+aquifer+and+the+co-occurrence+of+anammox%2C+n-damo+and+nitrous-oxide+reducing+bacteria_.txt,processed,1.0,1.0,1.0,0.5,0.8,0.8,0.7,0.5,0.8
102229,Optical+sectioning+deep+inside+live+embryos+by+selective+plane+illumination+microscopy_.txt,processed,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
102230,Oxygen+Mass+Transfer+in+ALRs+with+Different+Spargers_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
102231,The+use+of+immobilization+in+alginate+beads+for+long-term+storage+of+Pseudanabaena+galeata_.txt,processed,0.7,1.0,0.7,0.6,0.4,0.4,0.6,0.5,0.6
102232,Diversity+in+the+genus+Skeletonema+%28Bacillariophyceae%29.+II.+An+assessment+of+the+taxonomy+of+S.+costatum-like+species+with+the+description+of+four+new+species_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102233,Sources+and+pathways+of+microplastic+to+habitats_.txt,processed,0.8,0.9,1.0,0.3,0.2,0.3,0.2,0.3,0.3
102234,Cancer+risk+and+exposures+to+carcinogens+in+hairdressers_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.8,0.7,0.7,0.7
102235,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization+isolated+from+A.+orientalis_.txt,processed,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0
102236,The+Fenton+reagent+revisited_.txt,processed,0.8,1.0,0.8,0.7,0.8,0.8,0.5,0.8,0.6
102237,Decolorization+of+Various+Azo+Dyes+by+Bacterial+Consortium_.txt,processed,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
102238,Application+of+biosorption+for+the+removal+of+organic+pollutants%3A+a+review_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,0.9,0.9
102239,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+DDMZ1%3A+application+for+decolorization+of+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102240,Morphological+Growth+Forms+in+Fungal+Fermentations_.txt,processed,0.2,0.1,1.0,0.3,0.3,0.3,0.3,0.2,0.1
102241,Functional+role+of+Trp-105+of+Enterococcus+faecalis+azoreductase+%28AzoA%29+as+resolved+by+structural+and+mutational+analysis_.txt,processed,1.0,1.0,1.0,0.9,0.9,0.9,1.0,1.0,0.9
102242,Simultaneous+co-metabolic+decolourisation+of+azo+dye+mixtures+and+bio-electricity+generation+in+a+microbial+fuel+cell_.txt,processed,1.0,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0
102243,Remediation+of+nitrate-contaminated+water+by+solid-phase+denitrification+process%E2%80%94A+review_.txt,processed,1.0,1.0,1.0,0.3,0.7,0.2,0.8,0.2,0.3
102244,Biological+decolorization+of+dye+solution+containing+malachite+green+by+microalgae_2007.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102245,Studies+on+the+optimization+of+carbonyl+reductase+production+by+Geotrichum+candidum%3A+application+in+the+synthesis+of+%28S%29-%28-%29-1-%281%E2%80%99-Naphthyl%29+ethanol+from+1-acetonaphthone_.txt,processed,1.0,0.9,1.0,0.9,0.8,0.8,0.8,0.9,1.0
102246,Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102247,Reduction+of+Contaminants+%28Physical%2C+Chemical%2C+and+Microbial%29+in+Domestic+Wastewater+through+Hybrid+Constructed+Wetland_.txt,processed,1.0,1.0,1.0,0.8,0.9,0.9,0.8,0.8,0.8
102248,Changes+in+the+environment+and+diatom+thanatocoenoses+from+superficial+oozes+from+the+bottom+of+Matsukawaura+Lagoon%2C+Fukushima+Prefecture%2C+Northeast+Japan_.txt,processed,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.1,0.1
102249,Nitrogen+recovery+by+struvite+precipitation_.txt,processed,0.1,0.1,0.1,0.3,0.3,0.3,0.1,0.2,0.1
102250,Uzdatnianie+wody.+Procesy+chemiczne+i+biologiczne_.txt,processed,1.0,1.0,1.0,0.8,0.8,0.9,0.8,0.8,0.9
102251,A+microbial+ecosystem+in+Opalinus+Clay+rock+fueled+by+hydrogen+gas_.txt,processed,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1
102252,Volumetric+Mass+Transfer+Coefficient+in+ALRs_.txt,processed,0.1,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2
102253,The+influence+of+three-dimensional+nanofibrous+scaffolds+on+the+osteogenic+differentiation+of+embryonic+stem+cells_.txt,processed,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1
102254,Kinetics+of+Oxygen+Utilization+in+Bioreactors_.txt,processed,0.9,1.0,1.0,0.9,0.9,0.9,0.9,1.0,0.9
102255,Immobilized+cells+Principles+and+Applications_.txt,processed,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
102256,Numerical+Simulation+and+Experimental+Study+of+Gas-Liquid+Two-Phase+Flow+in+Aeration+Tank_.txt,processed,1.0,1.0,1.0,0.8,0.4,0.7,0.2,0.1,0.2
102257,Investigation+on+rate+determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,processed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102258,Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,processed,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
