id,filename,baseline_newexpt_1_score,baseline_newexpt_2_score,baseline_newexpt_3_score,few_shot_newexpt_1_score,few_shot_newexpt_2_score,few_shot_newexpt_3_score,cot_newexpt_1_score,cot_newexpt_2_score,cot_newexpt_3_score
102160,Wst%C4%99pne+badania+degradacji+barwnika+Acid+Green+16+w+systemie+H2O2%2Fwi%C3%B3rki+stalowe_.txt,10,10,10,9,9,9,10,10,10
102161,Studies+on+the+arylacetonitrilase+from+Psuedomonas+putida+and+its+application+in+the+transformation+of+mandelonitrile+to+mandelic+acid_.txt,10,10,10,10,9,10,10,10,10
102162,Methylene+blue+adsorption+by+algal+biomass+based+materials%3A+Biosorbents+characterization+and+process+behavior_.txt,1,1,1,1,1,2,1,1,1
102163,Molecular+characterization+of+binding+of+substrates+and+inhibitors+to+DT-diaphorase+..._.txt,1,1,1,2,1,1,1,1,1
102164,The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._.txt,10,10,10,9,9,9,10,10,10
102165,Biodegradation+of+methyl+red+by+Bacillus+sp.+strain+UN2%3A+decolorization+capacity%2C+metabo.._.txt,9,10,10,9,9,9,10,10,10
102166,The+handbook+of+Environmental+Chemistry_.txt,1,1,1,1,1,2,1,1,1
102167,Azo+dyes+degrading+enzyme+research_.txt,10,10,10,9,9,9,10,10,10
102168,Decolorization+of+reactive+azo+dyes+by+Cunninghamella+elegans+UCP+542+under+co-metabolic+conditions_.txt,1,1,1,2,2,2,2,2,2
102169,Development+of+improved+Rhodococcus+plasmid+vectors+and+their+use+in+cloning+genes+of+potential+commercial+and+medical+importance_.txt,10,10,10,9,9,9,10,10,10
102170,Optimization+of+process+parameter+for+the+conversion+of+lactose+using+thermostable+%CE%B2-galactosidase_.txt,10,9,10,10,9,10,10,10,10
102171,Biodegradation+of+Reactive+Blue+59+by+isolated+bacterial+consortium+PMB11_.txt,10,10,10,9,9,9,9,10,10
102172,RAxML-VI-HPC%3A+maximum+likelihood-based+phylogenetic+analyses+with+thousands+of+taxa+and+mixed+models_.txt,10,8,8,2,6,2,5,3,2
102173,Growth+and+production+of+laccase+and+its+use+for+the+enantiomeric+synthesis+of+drugs+and+drug+intermediates_.txt,10,10,10,10,9,10,10,8,10
102174,The+Comparative+Study+on+the+Rapid+Decolorization+of+Azo%2C+Anthraquinone+and+Triphenylmethane+Dyes+by+Anaerobic+Sludge_2016.txt,10,10,10,9,9,9,10,10,10
102175,Essential+polyunsaturated+fatty+acids+from+14+species+of+diatom_.txt,10,10,10,9,9,9,10,9,10
102176,Within-day+and+seasonal+patterns+of+microphytobenthos+biomass+determined+by+co-measurement+of+sediment+and+water+column+chlorophylls+in+the+intertidal+mudflat+of+Nanaura%2C+Saga%2C+Ariake+Sea%2C+Japan_.txt,8,10,10,8,8,8,5,8,7
102177,Importance+of+H2O2%2FFe2%2B+ratio+in+Fenton%27s+treatment+of+a+carpet+dyeing+wastewater_.txt,10,10,10,9,9,9,10,9,10
102178,Arsenic+methylation+across+microbial+phyla_.txt,10,10,10,9,9,9,10,9,10
102179,Phenol+degradation+of+the+marine+cyanobacterium+Phormidium+valderianum+BDU+30501_.txt,1,1,1,2,2,2,2,2,2
102180,Assessment+of+toxic+copper+%28II%29+biosorption+from+aqueous+solution+by+chemically-treated+tomato+waste_.txt,1,1,1,2,2,2,1,1,1
102181,Degradation+of+chlorophenols+by+means+of+advanced+oxidation+process%3A+a+general+review_.txt,1,1,1,2,2,2,2,2,2
102182,Treatment+of+brewery+wastewater+using+anaerobic+sequencing+batch+reactor+%28ASBR%29_.txt,10,8,8,2,9,2,9,9,8
102183,Degradation+of+bisphenol+A+in+water+by+the+photo-Fenton+reaction_.txt,1,1,1,2,2,2,4,3,2
102184,Potent+serotonin+%285-HT2A%29+receptor+antagonists+completely+prevent+the+development+of+hyperthermia+in+an+animal+model+of+the+5-HT+syndrome_.txt,10,10,10,9,9,9,10,10,10
102185,Review+paper+on+current+technologies+for+decolourisation+of+textile+wastewaters_.txt,1,1,1,2,2,2,1,1,1
102186,Immobilization+of+cells+for+dye+decolorization_.txt,1,1,1,2,2,2,2,1,1
102187,Prolonged+pentobarbital+and+phenobarbital+coma+for+refractory+generalized+status+epilepticus_.txt,10,8,10,8,10,9,9,8,8
102188,Paleo-ecotoxicology%3A+Shining+a+light+on+the+true+impacts+of+pollution_.txt,10,10,10,9,9,9,10,10,10
102189,Indolequinone+antitumor+agents%3A+correlation+between+quinone+structure%2C+rate+of+metabolism+by+recombinant+human+NAD%28P%29H%3Aquinone+oxidoreductase%2C+and+in+vitro+cytotoxicity_.txt,1,2,2,2,2,2,3,2,3
102190,Sumatriptan+contraindications+and+the+serotonin+syndrome_.txt,2,1,1,2,2,2,5,2,3
102191,Polymeric+plant-derived+excipients+in+drug+delivery_.txt,1,1,1,2,2,2,2,2,2
102192,Biodegradation+of+triphenylmethane%2C+azo+and+anthraquinone+dyes_.txt,10,10,10,9,9,9,9,9,9
102193,Nitrogen+removal+pathway+and+dynamics+of+microbial+community+with+the+increase+of+salinity+in+simultaneous+nitrification+and+denitrification+process_.txt,10,10,10,9,9,9,10,10,9
102194,Studies+on+triphenylmethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,10,10,10,9,9,9,10,10,10
102195,The+Integrative+Human+Microbiome+Project_.txt,1,1,1,2,3,2,9,2,5
102196,Comparison+of+nitrogen+and+phosphorus+removal+efficiency+between+two+types+of+baffled+vertical+flow+constructed+wetlands+planted+with+Oenanthe+Javanica_.txt,10,10,10,9,9,9,10,10,10
102197,Biodecolorization+of+azodye+%28pigmented+red+208%29+using+Bacillus+firmus+and+Bacillus+laterosporus_.txt,10,10,10,9,9,9,10,10,10
102198,Identification+of+genes+required+for+decolorization+of+crystal+violet+in+Citrobacter+sp.+MY-5_.txt,10,10,10,9,9,9,9,9,9
102199,Solvent+optimization+on+taxol+extraction+from+Taxus+baccata+L.%2C+using+HPLC+and+LC+MS_.txt,1,1,1,1,1,0,1,1,1
102200,Isolation%2C+identification+and+application+of+novel+bacterial+consortium+TJ-1+for+the+decolorization+of+structurally+different+azo+dyes_.txt,10,10,10,9,9,9,10,10,10
102201,Assessing+mutagenicity+of+textile+dyes+from+Pali%28Rajasthan%29+using+Ames+bioassay_.txt,1,1,1,2,2,2,2,2,2
102202,Biotreatment+of+anthraquinone+dye+Dicromarene+Blue%2C+K2RL_.txt,10,10,10,9,9,9,9,9,10
102203,Effect+of+carbon+sources+on+dye+decolorization_.txt,10,10,10,9,9,9,10,10,9
102204,Microbial+decolorization+and+degradation+of+textile+dyes_.txt,1,1,1,2,2,2,2,2,2
102205,Studies+on+the+microbial+production+of+shikimic+acid_.txt,10,10,10,9,9,8,10,10,10
102206,DNA+recovery+from+soils+of+diverse+composition_.txt,10,10,10,9,9,9,9,9,10
102207,Destruction+of+cresols+by+Fenton+oxidation+process_.txt,1,1,1,2,2,2,1,1,2
102208,Degradation+of+the+Reactive+Blue+4+Dye+in+Aqueous+Solution+Using+Zero-Valent+Copper+Nanoparticles_.txt,10,10,10,9,9,9,10,10,10
102209,Decolorization+of+synthetic+dyes+and+production+of+manganese-dependent+peroxidase+by+new+fungal+isolates_.txt,10,10,10,9,9,9,10,10,10
102210,Biodegradation+of+a+tannery+and+textile+dye%2C+Navitan+fast+blue+S5R+by+Pseudomonas+aeruginosa_.txt,10,9,10,9,9,9,10,10,10
102211,A+comparative+study+on+the+biosorption+characteristics+of+some+yeasts+for+Remazol+Blue+reactive+dye_.txt,1,1,1,2,2,2,1,1,1
102212,Polyhydroxyalkanoates+as+tissue+engineering+materials_.txt,1,1,1,2,2,2,1,3,2
102213,Simultaneous+determination+of+oxidative+hair+dye+p-phenylenediamine+and+its+metabolites+in+human+and+rabbit+biological+fluids_.txt,6,4,1,8,2,2,8,5,8
102214,Biochemical+and+molecular+characterization+of+an+azoreductase_.txt,10,10,10,9,9,9,9,10,10
102215,Laccase+Applications+in+the+Forest+Products+Industry%3A+A+Review_.txt,1,1,1,2,2,2,1,1,1
102216,Constructed+wetlands+for+water+treatment%3A+New+developments_.txt,10,10,10,9,9,9,9,10,10
102217,Studies+on+triphenymethane%2C+azo+dye+and+latex+rubber+biodegradation+by+actinomycetes_.txt,10,10,10,9,9,9,10,10,10
102218,Decolorization+and+detoxification+of+sulfonated+azo+dye+methyl+orange+by+Kocuria+rosea+MTCC+1532_.txt,10,10,10,9,9,9,10,10,10
102219,Removal+of+nitrate+using+Paracoccus+sp.+YF1+immobilized+on+bamboo+carbon_.txt,10,10,10,9,9,9,10,10,10
102220,Reduction+of+azo+dyes+by+intestinal+anaerobes_.txt,1,1,1,2,2,2,2,3,3
102221,J.+Biol.+Chem.%2C+99%2C+755+%281932-33%29_.txt,10,10,10,9,9,9,9,10,10
102222,Removal+of+blue+56+by+orange+peel+from+the+waste+water_.txt,10,10,10,9,9,9,10,10,10
102223,Study+on+clinical+treatment+effect+of+refractory+status+epilepticus_.txt,1,1,1,2,2,3,4,3,3
102224,Investigation+of+the+efficiency+of+the+UV%2FH2O2+process+on+the+removal+of+dye+Acid+Green+16+from+aqueous+solutions%3A+process+optimization+and+toxicity+assessment_.txt,10,10,10,9,9,9,10,10,10
102225,Effects+of+tween+20+and+tween+80+on+the+stability+of+albutropin+during+agitation_.txt,10,10,10,9,9,9,10,10,9
102226,Influence+of+Sparger+Design+on+Oxygen+Transfer+Rate_.txt,10,10,10,10,9,9,10,10,10
102227,Microbial+biotechnology+for+the+decolorization+and+mineralization+of+organic+compounds+of+textile+wastewater+by+single+and+mixed+microbial+consortium+isolated+from+effluent+treatment+plant+of+African+_.txt,10,10,10,9,9,9,10,10,10
102228,Temporal+analysis+of+the+microbial+communities+in+a+nitrate-contaminated+aquifer+and+the+co-occurrence+of+anammox%2C+n-damo+and+nitrous-oxide+reducing+bacteria_.txt,10,10,10,9,9,10,10,9,9
102229,Optical+sectioning+deep+inside+live+embryos+by+selective+plane+illumination+microscopy_.txt,10,10,10,9,9,9,10,10,10
102230,Oxygen+Mass+Transfer+in+ALRs+with+Different+Spargers_.txt,10,10,10,9,9,9,10,9,10
102231,The+use+of+immobilization+in+alginate+beads+for+long-term+storage+of+Pseudanabaena+galeata_.txt,10,10,10,9,9,9,10,9,9
102232,Diversity+in+the+genus+Skeletonema+%28Bacillariophyceae%29.+II.+An+assessment+of+the+taxonomy+of+S.+costatum-like+species+with+the+description+of+four+new+species_.txt,10,10,10,9,9,10,10,10,10
102233,Sources+and+pathways+of+microplastic+to+habitats_.txt,2,9,8,2,3,2,8,9,8
102234,Cancer+risk+and+exposures+to+carcinogens+in+hairdressers_.txt,1,1,1,2,2,2,5,5,3
102235,Identification+and+characterization+of+a+gene+responsible+for+amido+black+decolorization+isolated+from+A.+orientalis_.txt,10,10,10,9,9,9,10,10,10
102236,The+Fenton+reagent+revisited_.txt,9,9,9,9,9,9,9,9,9
102237,Decolorization+of+Various+Azo+Dyes+by+Bacterial+Consortium_.txt,10,10,10,9,9,9,10,10,10
102238,Application+of+biosorption+for+the+removal+of+organic+pollutants%3A+a+review_.txt,1,1,1,2,2,2,2,2,2
102239,Biochemical+characterization+of+a+novel+azo+reductase+named+BVU5+from+the+bacterial+flora+DDMZ1%3A+application+for+decolorization+of+azo+dyes_.txt,10,10,10,9,10,9,10,10,10
102240,Morphological+Growth+Forms+in+Fungal+Fermentations_.txt,10,10,10,9,9,9,9,9,10
102241,Functional+role+of+Trp-105+of+Enterococcus+faecalis+azoreductase+%28AzoA%29+as+resolved+by+structural+and+mutational+analysis_.txt,3,1,2,2,2,2,3,4,2
102242,Simultaneous+co-metabolic+decolourisation+of+azo+dye+mixtures+and+bio-electricity+generation+in+a+microbial+fuel+cell_.txt,1,1,1,2,2,2,1,1,2
102243,Remediation+of+nitrate-contaminated+water+by+solid-phase+denitrification+process%E2%80%94A+review_.txt,10,10,10,9,9,9,10,10,10
102244,Biological+decolorization+of+dye+solution+containing+malachite+green+by+microalgae_2007.txt,10,10,10,9,9,9,10,10,10
102245,Studies+on+the+optimization+of+carbonyl+reductase+production+by+Geotrichum+candidum%3A+application+in+the+synthesis+of+%28S%29-%28-%29-1-%281%E2%80%99-Naphthyl%29+ethanol+from+1-acetonaphthone_.txt,10,10,10,10,9,10,10,8,10
102246,Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_.txt,10,10,10,9,9,9,10,10,9
102247,Reduction+of+Contaminants+%28Physical%2C+Chemical%2C+and+Microbial%29+in+Domestic+Wastewater+through+Hybrid+Constructed+Wetland_.txt,1,1,1,2,2,2,3,1,2
102248,Changes+in+the+environment+and+diatom+thanatocoenoses+from+superficial+oozes+from+the+bottom+of+Matsukawaura+Lagoon%2C+Fukushima+Prefecture%2C+Northeast+Japan_.txt,10,10,10,9,9,9,10,10,10
102249,Nitrogen+recovery+by+struvite+precipitation_.txt,1,1,3,2,2,4,8,3,6
102250,Uzdatnianie+wody.+Procesy+chemiczne+i+biologiczne_.txt,1,1,1,2,2,2,2,3,1
102251,A+microbial+ecosystem+in+Opalinus+Clay+rock+fueled+by+hydrogen+gas_.txt,10,10,10,9,9,9,10,9,9
102252,Volumetric+Mass+Transfer+Coefficient+in+ALRs_.txt,1,2,3,2,8,4,4,3,3
102253,The+influence+of+three-dimensional+nanofibrous+scaffolds+on+the+osteogenic+differentiation+of+embryonic+stem+cells_.txt,10,10,10,9,9,9,10,10,10
102254,Kinetics+of+Oxygen+Utilization+in+Bioreactors_.txt,10,10,10,9,9,9,10,10,10
102255,Immobilized+cells+Principles+and+Applications_.txt,1,1,1,2,2,2,1,2,2
102256,Numerical+Simulation+and+Experimental+Study+of+Gas-Liquid+Two-Phase+Flow+in+Aeration+Tank_.txt,10,10,10,10,9,9,10,10,10
102257,Investigation+on+rate+determining+factors+in+the+microbial+reduction+of+azo+dyes_.txt,1,1,1,2,2,2,2,2,1
102258,Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_.txt,9,10,10,9,9,9,10,9,10
102259,To+prevent+the+occurrence+of+black+water+agglomerate+through+delaying+decomposition+of+cyanobacterial+bloom+biomass+by+sediment+microbial+fuel+cell_.txt,10,10,10,9,9,9,10,10,10
102260,Use+of+hair+colouring+products+and+breast+cancer+risk%3A+a+case-control+study+in+Connecticut_.txt,1,1,1,2,2,2,2,2,2
102261,Study+of+enhancement+and+inhibition+phenomena+and+genes+relating+to+degradation+of+petroleum+polycyclic+aromatic+hydrocarbons+in+isolated+bacteria_.txt,10,10,10,9,9,9,10,9,10
102262,Solar+photocatalysis+for+treatment+of+Acid+Yellow-17+%28AY-17%29+dye+contaminated+water+using+Ag%40TiO2+core%E2%80%93shell+structured+nanoparticles_.txt,10,10,10,9,10,9,10,10,10
102263,Decolorization+of+wastewaters+from+the+textile+industry+%E2%80%93+physical+methods%2C+chemical+methods_.txt,1,1,1,2,2,2,5,1,2
102264,Related+tertiary+structures+matching+identified+proteins_.txt,10,10,10,9,9,10,10,9,10
102265,Maximum+adsorption+of+dye+by+mycelium+pellets_.txt,1,1,1,2,2,2,2,2,2
102266,Removal+of+dyes+from+aqueous+solutions+by+cellulosic+waste+orange+peel_.txt,10,10,10,9,9,9,10,10,10
102267,Isolation+and+characterization+of+microbial+strain+AZO29+capable+of+azo+dye+decolorization_.txt,10,10,10,9,9,9,10,10,10
102268,Shaving+Mechanism+in+Agitation+on+Pellet+Morphology_.txt,1,1,1,2,2,2,2,1,1
102269,The+microbiological+decolorization+on+an+industrial+effluent+containing+a+diazo-linked+chromophore_.txt,1,1,1,2,2,2,2,2,2
102270,Adsorption+of+Methylene+blue+onto+activated+carbon+produced+from+steam+activated+bituminous+coal%3A+a+study+of+equilibrium+adsorption+isotherm_.txt,10,10,10,9,9,9,10,10,10
102271,The+toxicity+of+antidepressant+poisoning%3A+is+it+changing%3F+A+comparative+study+of+cyclic+and+newer+serotonin-specific+antidepressants_.txt,2,1,2,2,3,2,2,2,2
102272,An+assessment+of+the+risks+of+carcinogenicity+associated+with+polyhydroxyalkanoates_.txt,10,10,10,9,10,9,10,10,9
102273,Competitive+adsorption+of+lead+and+zinc+from+aqueous+solution+on+activated+carbon+prepared+from+Van+apple+pulp%3A+study+in+single-+and+multi-solute+systems_.txt,10,10,10,9,9,9,10,10,10
102274,The+mechanisms+involved+in+the+long-lasting+neuroprotective+effect+of+fluoxetine+against+MDMA+%28%22ecstasy%22%29-induced+degeneration+of+5-HT+nerve+endings+in+rat+brain_.txt,10,10,10,9,9,9,9,9,10
102275,Effects+of+benthic+diatoms+on+settlement+and+metamorphosis+of+abalone+larvae_.txt,10,10,10,9,9,9,10,10,10
102276,Specific+nutrient+removal+rates+in+saline+wastewater+treatment+using+sequencing+batch+reactor_.txt,8,5,9,2,2,8,8,8,8
102277,Biodegradation+of+crystal+violet+by+Bacillus+sp._.txt,10,10,10,9,9,9,10,10,10
102278,The+Marine+Benthic+Diatoms+in+China_.txt,10,8,10,9,9,9,10,10,10
102279,Biodegradation+and+Biosorption+of+Acid+Anthraquinone+Dye_.txt,10,10,10,9,9,9,10,10,10
102280,Monitoring+plastic+ingestion+by+the+northern+fulmar+Fulmarus+glacialis+in+the+North+Sea_.txt,10,10,10,9,9,9,10,10,10
102281,Bubble+Size+and+Gas+Recirculation+in+ALRs_.txt,10,10,10,9,9,9,9,10,10
102282,A+case-control+study+of+hair+dye+use+and+breast+cancer_.txt,1,1,1,2,2,2,2,3,1
102283,The+removal+of+color+from+textile+waste+water+using+whole+bacterial+cells%3A+a+review_.txt,10,10,10,9,9,9,9,10,9
102284,Removal+of+Synthetic+Dyes+from+Wastewater+by+Using+Bacteria%2C+Lactobacillus+delbruckii_.txt,10,10,10,9,9,9,9,10,9
102285,A+poly-epsilon-caprolactone+based+biofilm+carrier+for+nitrate+removal+from+water_.txt,10,9,10,9,9,9,10,9,10
102286,Textile+wastewater+treatment+by+homogenous+oxidation+with+hydrogen+peroxide_.txt,1,1,1,2,2,2,1,1,1
102287,Treatment+of+Effluents+Polluted+by+Nitrogen+with+New+Biological+Technologies_.txt,1,1,1,2,2,2,2,1,2
102288,Microplastics+in+the+marine+environment%3A+Distribution%2C+interactions+and+effects_.txt,2,1,1,2,2,2,2,3,3
102289,Removal+of+Zn2%2B+and+Cu2%2B+by+a+sequencing+batch+reactor+%28SBR%29+system_.txt,9,1,3,2,3,7,8,8,8
102290,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic..._.txt,1,1,1,2,2,2,2,1,2
102291,Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_.txt,10,10,10,9,9,9,10,10,9
102292,Identification+and+analysis+of+novel+tandem+repeats+in+the+cell+surface+proteins_.txt,10,10,10,9,9,9,9,9,9
102293,New+approach+to+improve+degradation+of+recalcitrant+azo+dyes+by+Streptomyces+spp.+and+Phanerochaete+chrysosporium_.txt,10,10,10,9,9,9,10,10,9
102294,Interaction+of+water+vapor+with+silica+surfaces_.txt,10,10,10,9,9,9,9,9,10
102295,Decolorization+of+anthraquinone-type+dye+by+bilirubin+oxidase-producing+non+ligninolytic+fungus+Myrothecium+sp.+IMER1_.txt,10,10,10,9,9,9,10,10,9
102296,Occupational+Exposure+to+Azo+Dyes+and+Risk+of+Bladder+Cancer_.txt,1,1,1,2,2,2,1,1,1
102297,Lignin-derived+compounds+as+efficient+laccase+mediators_.txt,1,1,1,2,2,2,2,2,2
102298,Artificial+neural+networks+in+process+engineering_.txt,1,1,1,1,1,1,1,1,1
102299,Fate+of+Azo+Dyes+in+Sludges%2C+Masters+Thesis_.txt,10,10,10,9,9,9,10,10,10
102300,RAxML-III%3A+a+fast+program+for+maximum+likelihood-based+inference+of+large+phylogenetic+trees_.txt,10,10,10,9,9,9,10,10,9
102301,Genes+involved+in+dye+decolorization_.txt,10,10,10,9,9,9,10,10,10
102302,Oxidation+of+diethylene+glycol+with+ozone+and+modified+Fenton+processes_.txt,10,10,9,9,9,9,10,9,9
102303,Azoreductase+in+Shewanella+species_.txt,1,1,1,2,2,2,2,1,2
102304,Zastosowanie+wybranych+metod+fizyko-chemicznych+i+biologicznych+do+oczyszczania+%C5%9Bciek%C3%B3w+w%C5%82%C3%B3kienniczych_.txt,9,10,10,9,9,9,10,10,10
102305,Biodegradation+and+decolorization+of+triphenylmethane+dyes+by+Staphylococcus+epidermidis_2010.txt,10,10,10,9,9,10,10,10,10
102306,The+Use+of+Waterworks+Sludge+for+the+Treatment+of+Dye+Wastes_.txt,10,10,10,9,9,9,10,10,10
102307,Simultaneous+comparison+of+methods+for+settlement+and+metamorphosis+induction+in+the+red+abalone+%28Haliotis+rufescens%29_.txt,10,10,10,9,9,9,10,10,10
102308,Decolorization+of+reactive+dyes+by+Clostridium+bifermentans+SL186+isolated+from+contaminated+soil_2008.txt,10,10,10,9,9,9,10,10,10
102309,A+low+viscosity+epoxy+resin+embedding+medium+for+electron+microscopy_.txt,1,1,2,2,2,2,2,2,2
102310,Biotransformation+of+soil+humic+acids+by+blue+laccase+of+Panus+tigrinus+8%2F18%3A+an+in+vitro+study_.txt,10,10,10,9,9,9,10,10,10
102311,Chemical+Oxidation+of+BTX+Using+Fenton+Reagent_.txt,8,9,8,9,7,10,8,9,8
102312,Oxidation+of+P-Hydroxybenzoic+Acid+by+Fenton%27s+Reagent_.txt,10,10,10,9,9,9,10,9,10
102313,Degradation+of+salicylic+acid+by+Fenton+and+modified+Fenton+treatment_.txt,10,10,10,9,9,9,10,10,10
102314,The+history+of+the+NIST%2FEPA%2FNIH+mass+spectral+database_.txt,1,1,1,2,2,2,2,2,2
102315,Removal+of+Disperse+Dyes+from+Textile+Wastewater+using+Bio-sludge_.txt,10,10,10,9,9,9,10,10,10
102316,Effects+of+plant+diversity+and+hydraulic+retention+time+on+pollutant+removals+in+vertical+flow+constructed+wetland+mesocosms_.txt,10,10,10,9,9,9,10,10,10
102317,Comparison+of+polyurethane+foam+and+biodegradable+polymers+as+carriers+in+moving+bed+biofilm+reactor+for+treating+wastewater+with+a+low+C%2FN+ratio_.txt,10,10,10,9,9,9,10,10,9
102318,Essential+polyunsaturated+fatty+acids+from+14+species+of+diatom+%28Bacillariophyceae%29_.txt,1,1,1,2,2,2,1,1,2
102319,Identification+and+molecular+characterization+of+a+novel+flavin-free+NADPH+preferred+azoreductase+encoded+by+azoB+in+Pigmentiphaga+kullae+K24_.txt,10,10,10,9,9,9,10,10,10
102320,Tertiary+denitrification+of+the+secondary+effluent+by+denitrifying+biofilters+packed+with+different+sizes+of+quartz+sand_.txt,10,10,10,9,9,9,10,10,10
102321,Influence+of+functional+groups+on+dye+biodegradation_.txt,1,1,1,2,2,2,2,2,2
102322,Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+compounds_.txt,1,1,2,2,2,2,1,1,2
102323,Reduction+of+azo+dyes+and+nitroaromatic+compounds+by+bacterial..._.txt,2,1,1,2,2,3,3,3,3
102324,Effect+of+monospecific+and+mixed+benthic+diatom+cultures_.txt,10,10,9,9,9,9,10,10,10
102325,Production+of+poly%283-hydroxybutyrate%29+from+waste+potato+starch_.txt,10,10,10,9,9,9,10,10,10
102326,The+pollution+of+the+marine+environment+by+plastic+debris%3A+a+review_.txt,1,1,1,2,2,2,1,1,1
102327,Epidemiology+of+breast+cancer+and+hair+dyes_.txt,1,1,1,2,2,2,2,2,2
102328,Occupational+disorders+in+hairdressers_.txt,2,8,3,2,3,2,8,8,2
102329,Biodegradation+of+Azodye+C.I.+acid+Red+88+by+an+anoxic-aerobic+sequential+bioreactor_.txt,10,10,10,9,9,9,10,9,10
102330,Fault+detection+in+continuous+processes+using+multivariate+statistical+methods_.txt,10,10,10,9,9,9,9,9,9
102331,Role+of+N-terminal+polycystic+kidney+domain+in+chitin+degradation_.txt,10,10,10,9,9,9,10,8,10
102332,Meat+and+components+of+meat+and+the+risk+of+bladder+cancer+in+the+NIH-AARP+Diet+and+Health+Study_.txt,1,1,1,2,1,2,1,1,1
102333,The+Effect+of+Different+Operating+Conditions+on+Removal+of+Reactive+Dye+by+Green+Carbon+Adsorption_.txt,10,10,10,10,9,9,10,10,10
102334,Marine+debris+ingestion+in+loggerhead+sea+turtles%2C+Caretta+caretta%2C+from+the+Western+Mediterranean_.txt,10,10,10,9,9,9,10,10,10
102335,Pathways+for+triphenylmethane+dye+biodegradation_.txt,10,10,10,9,9,9,10,10,10
102336,Treatment+of+recalcitrant+wastewater+from+ethanol+and+citric+acid+production+using+the+microalga+Chlorella+vulgaris+and+the+macrophyte+Lemna+minuscula_.txt,10,10,10,9,9,9,10,10,10
102337,Production%2C+purification+and+characterization+of+Arginine+deiminase+from+Pseudomonas+putida_.txt,10,10,10,2,2,8,1,1,7
102338,Preliminary+characterization+of+A.+orientlis+phytase+activity_.txt,10,10,10,9,9,9,10,10,10
102339,Enzyme+Activity+Measurements+in+Fungal+Cultures_.txt,10,10,9,9,9,9,9,10,10
102340,Microbial+degradation+of+Textile+Dye+%28Remazol+Black+B%29+by+Bacillus+sp.+ETL-2012_.txt,10,10,10,9,9,9,10,9,10
102341,A+simple+technique+for+detection+of+feeding+in+newly+metamorphosed+abalone_.txt,1,1,1,2,1,1,1,1,3
102342,Decolorization+of+Methyl+Red+by+Staphylococcus+saprophyticus+strain+AUCASVE3+Isolated+from+Textile+Effluent_.txt,10,10,10,9,9,9,10,10,10
102343,Strategies+for+treating+dyes+with+microbial+consortia_.txt,2,1,1,2,2,2,2,8,3
102344,White+rot+fungi%3A+an+ingenious+army+for+environmental+protection_.txt,10,10,10,9,9,9,10,9,10
102345,Decolorizing+kinetics+of+a+recombinant+Escherichia+coli+SS125+strain+harboring+azoreductase+gene+from+Bacillus+latrosporus+RRK1_.txt,1,1,1,2,2,2,2,3,2
102346,Design+and+development+of+antitubercular+nano-formulations+of+rifampicin_.txt,10,10,10,9,8,10,10,10,10
102347,Effect+of+algal+density+on+nutrient+removal+from+primary+settled+wastewater_.txt,1,1,1,2,2,2,2,2,2
102348,Application+of+two+component+biodegradable+carriers+in+a+particle-fixed+biofilm+airlift+suspension+reactor_.txt,10,9,10,9,9,8,8,8,9
102349,Mass+culture+of+Ulvella+lens+as+a+feed+for+abalone+Haliotis+discus+hannai_.txt,1,1,1,2,2,2,1,1,1
102350,Anaerobic-aerobic+Treatment+of+a+Dye+Wastewater+by+Combination+of+RBC+with+Activated+Sludge_.txt,10,10,10,9,9,9,10,9,10
102351,Official+Methods+of+Analysis+of+the+Association+of+Official+Analytical+Chemists_.txt,1,1,1,2,2,2,1,1,1
102352,Phycoremediation%3A+Key+issues+for+cost-effective+nutrient+removal+processes_.txt,1,1,1,2,2,2,2,2,2
102353,Biodegradation+of+polycyclic+aromatic+hydrocarbons+by+Phanerochaete+chrysosporium_.txt,1,1,1,2,2,2,1,1,1
102354,Mechanism+of+triphenylmethane+biodegradation_.txt,10,9,10,9,9,9,10,10,10
102355,Marine+Phytoplank+Diatoms+of+China_.txt,8,10,10,9,9,9,8,9,9
102356,Toxicity+assessment+and+microbial+degradation+of+Azo+dyes_.txt,1,1,1,2,2,2,1,1,2
102357,Ordinary+gram+negative+bacteria_.txt,1,1,1,2,2,2,1,2,1
102358,Decolorization+of+remazol+brilliant+blue+R+by+Pleurotus+ostreatus_.txt,1,1,1,2,2,1,1,1,1
102359,Treatment+and+reuse+of+wastewater+from+the+textile+wet-processing+industry%3A+Review+of+emerging+technologies_.txt,1,1,1,2,2,2,1,2,1
102360,Effect+of+incubation+method+on+the+growth+suppression+of+bacteria+or+fungi+for+dye+degraded+by+Phanerochaete+chrysosporium_.txt,9,10,10,9,9,9,9,10,9
